,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dia,Horario,Candidato 1,,,,,Candidato 2,,,,,Candidato 3,,,,,Candidato 4,,,,,Candidato 5,,,,,,
,,,,,,FALSE,FALSE,FALSE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,FALSE,FALSE,FALSE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,TRUE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,FALSE,,,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,24/06/2026,08:00:00,Adriana Rodrigues dos Santos da Cruz,,FALSE,FALSE,FALSE,Luiz Henrique Guerrieri Rzetelny,,FALSE,FALSE,FALSE,Mauro de Avila Martins Neto,,FALSE,FALSE,FALSE,João Pedro de Carvalho Urquiza,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,24/06/2026,15:00:00,Helena Ayrão Venancio da Silva Franco Quintella Mendes,,FALSE,FALSE,FALSE,João Marcelo da Gama Nóbrega Costa Pereira,,FALSE,FALSE,FALSE,Gabriela Pereira de Souza,,FALSE,FALSE,FALSE,Samuel Mendonça Ferreira,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,24/06/2026,17:00:00,Leonardo Rodrigues Vieira,,FALSE,FALSE,FALSE,Nina Estefan Lima Gomes Costa,,FALSE,FALSE,FALSE,Letícia Freixo Amorim,,FALSE,FALSE,FALSE,Antonio Gaida Coutinho Marques,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,25/06/2026,11:00:00,Kayo Enzo Oliveira da Silva,,FALSE,FALSE,FALSE,Mariana Rocha de Oliveira Ferreira,,FALSE,FALSE,FALSE,Matheus da Silva Conceição,,FALSE,FALSE,FALSE,Caio Nogueira silva costa Chaffin  guedes pereira,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,25/06/2026,15:00:00,Inara Fernanda dos Santos de Souza,,FALSE,FALSE,FALSE,Tainá Ribeiro dos Santos,,FALSE,FALSE,FALSE,Daniel Cesar Grancieri do Amaral,,FALSE,FALSE,FALSE,Rodrigo Ferreira Mies,,FALSE,FALSE,FALSE,Tiago de Góis Paz,,FALSE,FALSE,FALSE,,
,,26/06/2026,14:00:00,Rafael Wisnescky Gomes da Silva,,FALSE,FALSE,FALSE,Camile dos Santos Silva,,FALSE,FALSE,FALSE,Stella Daniel Breitinger,,FALSE,FALSE,FALSE,Lucas Santos Nogueira,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,30/06/2026,14:00:00,Maria Clara Carvalho,,FALSE,FALSE,FALSE,Matheus Viana Gomes,,FALSE,FALSE,FALSE,Guilherme Weber Carvalho Pinto,,FALSE,FALSE,FALSE,Bruno Fayad Cipolla,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,01/07/2026,11:00:00,Breno Almeida Monteiro,,FALSE,FALSE,FALSE,Breno Ribeiro Palma de Souza,,FALSE,FALSE,FALSE,Lucas Gomes da Silva,,FALSE,FALSE,FALSE,Pedro dos Santos Correia,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,01/07/2026,14:00:00,Brenno Chaves dos Santos,,FALSE,FALSE,FALSE,Luca Castro de Melo,,FALSE,FALSE,FALSE,Matheusupershock@gmail.com,,FALSE,FALSE,FALSE,Matheus Maroñas Varela,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
,,01/07/2026,15:00:00,Guilherme Rocha Borges,,FALSE,FALSE,FALSE,Gustavo Assis Carvalho Cota,,FALSE,FALSE,FALSE,Júlia Nascimento Pereira Rosa,,FALSE,FALSE,FALSE,Sarah Siqueira de Paiva,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,
